"cc_iso3c","cc_name","cap_litscore","cap_numscore","cap_pslscore","cap_tertedu","cap_ictwork","cap_numwork","cap_readwork","cap_writwork","cap_influence","cap_planning","cap_taskdisc","cap_learnatwk","cap_readytolrn","cap_lrn12mth","crm_approach","crm_leadinstfunc","crm_riskplanning","crm_multihazard","crm_riskmonitoring","crm_riskmgmtcap","crm_preprdness","crm_econappraisal","crm_intlcoop","crm_communications","crm_earlywarn","crm_evaluation","crm_postdisaster","dig_usr_busstart","dig_usr_regbus","dig_usr_family","dig_usr_job","dig_usr_court","dig_key_busstart","dig_key_regbus","dig_key_family","dig_key_job","dig_key_court","dig_mob_busstart","dig_mob_regbus","dig_mob_court","ffm_efficiency","ffm_openbudget","ffm_fmis_approach","ffm_pfpublish","ffm_mterm_budget","ffm_perf_budget","hrm_skillsmerit","hrm_cnxt_pol","hrm_cnxt_pers","hrm_formalexam","hrm_comp_salaries","hrm_perf_pay","hrm_perf_assmnt","hrm_scshr","hrm_hrdata","inc_wmn_cgov","inc_wmn_pubsec","inc_wmn_snrmgr","inc_wmn_snrgovt","inc_ethrel","int_offcorrupt","int_busfav","int_embezzlefund","int_grantfavours","int_fairtrtmnt","int_actimpartial","int_followrules","int_corruptn_prvnt","int_helpcitzens","int_srvministers","int_srvgovt","int_offsabsent","int_striveffcnt","int_postemp","int_lobbying","int_whstlcover","int_whstlprtct","opn_cvcprticp","opn_eparticp","opn_negpubsprt","opn_complaints","opn_impact","opn_opendata","opn_govdata","opn_right2info","opn_accessinfo","opn_publiclaw","pol_scholadvc","pol_goexpert","pol_stratplan","pol_mincoord","pol_linemins","pol_monmins","pol_monagncs","pol_natstds","pro_eproc_funcs","pro_cpb_roles","pro_sme_support","pro_admin_efctvns","pro_transparency","pro_integrity","reg_ria_use","reg_ria_primary","reg_ria_secondary","reg_eval_primary","reg_eval_secondary","reg_engmnt_primary","reg_engmnt_secondary","reg_ria_qual","reg_ria_check","tax_adminbudget","tax_debt_total","tax_timetopay","tax_ptr_online","tax_ctr_online","tax_vatr_online"
"ESP","Spain",0.678391959798995,0.6487863350314654,0.5388467172726059,0.6529578606158832,0.43023255813953487,0.6266666666666669,0.4659090909090908,0.7063492063492062,0.2676056338028168,0.7142857142857141,0.37007874015748027,1,0.8512396694214878,0.4702862783810465,1,1,1,0,1,1,1,0.2,1,1,1,1,0.6666666666666666,0.8162385788332451,0.5464362850906281,0.5821068200679255,0.9046552916702728,1,0.9829903210303214,0.7092738796831158,0.3484625850314286,0.8644380195150962,0.7225,0.7575757575750138,0.8850574712655173,0.27956989247419356,0.32724844663114744,0.5156066956455648,0.7857142857142856,0.875,0.7142286759676527,0.6342752970044656,0.6221192041165743,0.5393402636623752,0.6200143567116455,0.7421815533819771,0.04130429599707067,0.725,0.31999566254608564,0.39999999999999986,0.7333333333333333,0.8767952087554951,0.7847757385148373,0.5833629260048525,0.459065390463203,0.23235291922145335,0.9655172413793103,0.26175837000888724,0.6137774829460187,0.5771221445572068,0.6037735881096477,0.7495667199035422,0.7130026256259078,0.625,0.6542325766086338,0.5413266277940973,0.4326618360680807,0.28870549096216397,0.4164759765235459,0.6666666666666666,1,0.4666666666666667,0.4704881553732107,0.6833927055586602,0.9557591623036649,0.375,0.5492253901368312,0.56,0.5617367706919946,0.776396080621431,0.3486020585444639,0.3333333333333333,0.5809566137621972,0.6666666666666666,0.8333333333333334,0.5,0.625,0.7142857142857143,0.5,0.5714285714285714,0.42857142857142855,0.9090909090909091,0.6666666666666666,0.25,0.21255945544557375,0.6312405686452494,0.4753377198515753,0.375,0.5911764705882352,0.5756676557863503,0.24517906336088155,0.24999999999999997,0.4094488188976378,0.39748953974895407,0.375,0.3333333333333333,0.6662283129729853,0.9420558822219276,0.7580645161290323,0.756030444945766,1,1
"EST","Estonia",0.8665549972082637,0.8285885525921486,0.5633240111865757,1,0.9302325581395349,0.7066666666666667,0.8068181818181814,0.3968253968253969,0.5915492957746478,0.8673469387755103,0.46456692913385833,0.5288461538461539,0.6033057851239668,0.7630799605133266,0.8333333333333334,0.5555555555555556,0.6444444444444445,0.6933333333333334,0.8166666666666667,1,0.8666666666666666,0.4666666666666667,0.8133333333333332,0.5,1,0,0.8444444444444444,0.6781156876304534,0.9697624190045293,0.6128570328791942,1,0.8910256410237999,1,0.985551262092685,0.6428571428571429,0.9157932779176612,0.945,0.8181818181819422,0.6609195402310344,0.967741935483871,0.4080282339865227,0.6041746675386895,0.4285714285714285,0.75,0.8463831862259008,0.780321822192544,0.5327279307613569,0.5004468392760196,0.5206611116283012,0.2080896405879159,0.8769230718639051,0.775,0.6438679245283019,0.45714285714285696,0.8666666666666666,0.5547156456510207,0.39025582452753416,0.5349824096107729,0.3155962749223908,0.1617647019896194,0.4310344827586207,0.6054491037214144,0.6298701135267323,0.6324404652512043,0.2641509299394795,0.5877284249207813,0.8215961828627513,0.75,0.5816761608016434,0.9624572666938535,0.36280489397680027,0.3626062178494326,0.6101973961435266,1,0.5,1,0.6536312834555725,0.7896891297198004,0.7646596858638744,0.625,0.6856646984491692,0,0.7530529172320216,0.3981955623268064,0.5627707586469878,0.8333333333333334,0.9009102416129265,0.8333333333333334,0.3333333333333333,0.6666666666666666,0.625,0.5714285714285714,0.16666666666666666,0.7142857142857143,0.5714285714285714,0.7272727272727273,0.3333333333333333,0,0.7965593902497451,0.7082439860738414,0.6132261715016811,0.75,0.838235294117647,0.7626112759643917,0.5619834710743802,0.4038461538461538,0.8543307086614172,0.702928870292887,0.625,0.5555555555555556,0.9428726964388627,0.9740644417971236,1,0.9943364786787321,0.9719260924233363,0.997197437336601
"FIN","Finland",0.7928531546621999,0.9496553790830086,0.218138234119057,0.8519043760129661,0.46511627906976716,0.9600000000000003,0.7386363636363636,0.5317460317460317,0.8028169014084505,0.6122448979591836,0.7637795275590553,0.6346153846153847,0.9090909090909092,0.8953603158933859,1,0.2222222222222222,0.6666666666666666,1,1,1,1,1,1,1,1,1,1,0.6225521922586397,0.9725112900037052,0.8556509794039857,0.948178014108129,0.8653846153839246,0.368103308009762,0.6654898254185249,0.5482142857142858,0.6539573545351255,0.7366666666675,0.5979020979038144,0.8620689655172413,0.9032258064516129,0.7218162642638742,0.5596132910293906,0.4999999999999998,0.625,0.6687830064461092,0.8714833797923499,0.8490352123027324,0.5004468392760196,0.795454528888053,0.36330409027040367,0.4201923059532174,0.825,0.6257861635220127,0.5428571428571427,0.7666666666666666,0.663947745136414,0.4278132896543473,0.6508668806461895,0.7239376279774158,0.8147059363840828,0.7551724137931034,0.9818532843170519,0.9177488976668344,0.8869047585388321,0.8301887048771817,0.8895349097683117,0.9256650865996983,0.875,0.7601010860508535,0.21160408726019025,0.48373978953003954,0.9291784459870469,0.8289473633310246,0,0,0.5733333333333334,0.8472998215702796,0.938295977973628,1,0.75,0.8500075453080869,0.37,0.7964721845318861,0.6644288471618716,0.7260035377580712,1,0.9783152549017559,0.8333333333333334,1,1,1,0.8571428571428571,0.6666666666666666,0.7142857142857143,0.7142857142857143,0.9090909090909091,0.3333333333333333,0.25,0.4933940400993073,0.9448149102266099,0.4275874980754425,0.875,0.538235294117647,0.3620178041543027,0.27548209366391185,0.13736263736263735,0.641732283464567,0.4937238493723849,0.875,0.8888888888888888,0.6824091763395619,0.9713057124888496,0.9007444168734491,0.13264516510821955,0.6550984709633031,0.8511208930014103
"FRA","France",0.6702959240647683,0.5334132454300269,0.7631642029564519,0.2544570502431118,0.3255813953488371,0.5733333333333336,0.2840909090909088,0.380952380952381,0.1549295774647889,0.6632653061224489,0.4724409448818898,0.7115384615384617,0.7520661157024794,0.3251727541954591,1,0,0,0.8,0.75,1,1,1,0.6,1,1,1,1,0.6060360378908729,0.7868123491286636,0.6091618915242382,0.9063863370601991,0.6891025641041748,0.5396460231492485,0.3317580340231973,0.22238095238095237,0.6327701481744613,0.03666666666666667,0.6227272727288595,0.6206896551724138,0.8010752688177419,0.36064799315692525,0.7847382703472486,0.4285714285714285,0.375,0.960001178168537,0.736751248020137,0.7699583622635845,0.6704849990159557,0.6652892314561831,0.8833732422880992,0.34545454844405615,0.7666666666666666,0.8592767295597484,1,0.5999999999999999,0.6234056970266267,0.7252110268854944,0.6079268000647525,0.39433540285827945,0.09759356413180253,0.6551724137931035,0.5499856211698376,0.8205430920759287,0.8149350409206858,0.7169811295122818,0.9139232881958709,0.7648314114262044,0.625,0.6990358204788071,0,0.5277163036558379,0.45531804997887926,0.669856465543944,1,0,1,0.5664804456614962,0.7784344582475802,0.911780104712042,0.5,0.7106570307111768,0.9,0.8168249660786974,0.8836007269841426,0.6365976660796006,0.5,0.8881177756888844,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.75,0.8571428571428571,0.8333333333333334,0.5714285714285714,1,0.5575757575757575,0.5333333333333333,0.4666666666666667,0.6876639506677218,0.8695636651323282,0.4070562488490752,0.375,0.5941176470588235,0.5252225519287834,0.578512396694215,0.4697802197802198,0.4763779527559055,0.5523012552301255,0.375,0.2222222222222222,0.17231630269994924,0.9645918030565128,0.7791563275434243,0.3897782075593105,1,1
"GBR","United Kingdom of Great Britain and Northern Ireland (the)",0.8176996091568958,0.6478873239436619,0.4458649620455451,0.3820907617504052,0.6860465116279071,0.6000000000000002,0.6818181818181815,0.7460317460317462,0.8732394366197185,1,0.5433070866141732,0.6442307692307692,0.7355371900826447,0.8766041461006909,1,1,0.6666666666666666,0.8,0.5,1,1,0.8,1,1,1,1,0.3333333333333333,0.5583168697518366,0.9622030237590636,0.6909718320995731,0.602998439377115,0.11217948718006222,0.5758895615538386,0.27415767818872283,0.16214285714285714,0.1196241416703147,0.11333333333425,0.9166666666666667,1,0.6200716845870968,0.5954636179192235,0.789625033695799,0.7857142857142856,0.75,0.8236379880808616,0.9454988331305342,0.8001936179889748,0.6261272320037192,0.6959163970162365,0.5585738264442409,0.5846153922041425,0.8,0.970125786163522,1,0.7333333333333333,0.7552265726727253,0.7294972974938125,0.7662931839997689,0.35005315679490306,0.5173010175452882,0.7586206896551724,0.7060862125298958,0.8108224942441101,0.811507915818688,0.5317324223114018,0.7251099051788412,0.6796840981681063,0.75,0.7219352478382083,0.6143344236321963,0.5402809627440425,0.6706798792222068,0.6866028612943837,1,0,0.6,0.2759775949140164,0.8878829669085059,0.9557591623036649,0.625,0.7148327381069959,0.82,1,0.8042159201689111,0.4898138556743984,0.8333333333333334,0.9858463573924309,1,1,0.8333333333333334,0.875,0.8571428571428571,0.8333333333333334,0.5714285714285714,0.7142857142857143,0.6363636363636364,0.6666666666666666,1,0.8197493084496451,0.8207876364286628,0.38578144859499647,0.75,1,1,0.9338842975206613,0.9642857142857142,1,0.8284518828451883,0.875,1,0.6944021559543444,0.9968122805159024,0.8635235732009926,0.8489305293789252,0.9834433717386855,0.9965045556153923
"GRC","Greece",0.28531546621998877,0.43182499250824086,0.8345984818218135,0.4507698541329011,0.023255813953488386,0.64,0.3863636363636364,0.380952380952381,0.1267605633802818,0.2653061224489796,0,0.5288461538461539,0.7520661157024794,0,0.6666666666666666,0.4444444444444444,0.6666666666666666,0.2,0.75,0.6666666666666666,1,0.8,1,0.5,1,0.3333333333333333,0.6666666666666666,0.26496337733827946,0.22275672490365503,0.4133933184589093,0.4767242168277542,0.8717948717961373,0.2612600811404987,0.19743828533004715,0.005952380952285715,0.036140224070085915,0.25,0.3743315508006806,0.4827586206896552,0.08602150537419355,0,0.37367312022409305,0,0.5,0.6796930652781733,0.5599202577503344,0.40620504186785,0.3703306722867747,0.47438013723379374,0.7149122259098952,0.07869824927230454,0,0.6014150943396227,0.8571428571428569,0.3333333333333333,0.7706933635958322,0.9695813925427608,0.861636589659552,0.7002417584511516,0.5066845117253852,0.3793103448275862,0.19375193322800544,0.3356643044319303,0.2866299823401781,0.1283018327091465,0.44880164180581594,0.3428794754380392,0.375,0.3234848339436975,0.5269624163151622,0.2764227072575822,0,0.25789471560941696,0,0.5,0.4133333333333334,0.5307262625011704,0.5685613598354667,0.6764397905759161,0.125,0.25385225344140355,0.37,0.3283582089552239,0.5062682378799235,0.3321064198121155,0.6666666666666666,0.29527342951986285,0.6666666666666666,0.5,0.16666666666666666,0.625,0.42857142857142855,0.5,0.7142857142857143,0.14285714285714285,0.5454545454545454,0.6666666666666666,0.6166666666666667,0.758352900968497,0.3326668463678139,0.26604644290591767,0.125,0.39117647058823535,0.11869436201780416,0.04683195592286501,0.0467032967032967,0.5984251968503937,0.2384937238493724,0.125,0,0.5833733413693767,0,0.6451612903225806,0.7219897707037147,0.7701774132201189,0.7467078388867051
"HRV","Croatia",0.7711892797319934,0.6898211966836479,0.7636968970568647,0.6928552133981631,0.6217054263565891,0.4808888888888889,0.5181818181818179,0.5497354497354499,0.42535211267605644,0.6251700680272106,0.5459317585301837,0.664102564102564,0.710192837465565,0.43223428759460353,0.9,0.2666666666666667,0,0.4,0.5,0.9333333333333332,0.3333333333333333,0.8,0.8,0.5333333333333334,1,0.5333333333333333,0.6666666666666666,0,0,0.23954060031210542,0,0.10897435896722532,0.0672292466544583,0,0.36511904762,0.010435489700028599,0,0.31818181818330576,0.5,0.3440860215032258,0.14574762415323883,0.5546748643024851,0.14285714285714288,0.5,0.6652199920655439,0.6388970863847914,0.42202038815263626,0.3134048538033767,0.4570247555651913,0.6892544166431018,0.32153845420266236,0.485,0.7646349426220143,0.6019047619047617,0.5011111111111111,0.31069535228627526,0.4475201552337248,0.45806042689216686,0.36628361341558524,0.8147059363840828,0.20689655172413793,0.061961410751109676,0.39682538115852334,0.4470899406872006,0.34905659448202153,0.6212624787927291,0.47469998276932035,0.375,0.39625420089842517,0.9061432793626085,0.5701219762492575,0.3626062178494326,0.33771928491458836,0.7999999999999999,0,0.9066666666666666,0.3469895210123139,0.6154890957276061,0.3971204188481677,0.25,0.296422423106929,0.1,0.18588873812754408,0.2778474443698736,0.44588822078005896,0.6666666666666666,0.2754934776081011,0.3333333333333333,0,0.5,0.25,0.14285714285714285,0,0.14285714285714285,0,0.703030303030303,0.4222222222222222,0.7,0.357126716872098,0.6521514733514671,0.31726926546731665,0.5,0.557843137254902,0.49040553907022755,0.4115702479338843,0.40219780219780216,0.5931758530183727,0.4970711297071129,0.375,0.3333333333333333,0.6556874207513227,0.8122021027821117,0.6129032258064516,0.5441839837371888,0.8700034143810651,0.9878695737077073
"HUN","Hungary",0.7777405546249768,0.7182499250824093,0.7169796244506588,0.7011750405186387,0.567441860465116,0.473777777777778,0.5075757575757573,0.6169312169312168,0.4215962441314553,0.6095238095238095,0.49448818897637786,0.5596153846153844,0.74435261707989,0.43233958538993095,0.7999999999999999,0.4666666666666667,0.3333333333333333,0.4,0.75,0.7111111111111112,1,0.8,0.6,0.5666666666666667,1,0.5777777777777778,0.6666666666666666,0.171570589891996,0.2872570194320185,0.3140656214842447,0.16961788028599753,0,0.5205795359672832,0.3734015345276336,0.38095238095428574,0.42205758342253563,0.5275,0.23295454545315084,0.41379310344827586,0,0.16695854154399717,0.39353454081908956,0.2142857142857142,0.75,0,0.042514419703087065,0.29549754670521566,0.07756927826338643,0.2487603057072588,0.3015350861875769,0.27769227594600415,0.875,0.96698113207547165,0.28571428571428564,0.5,0.0225923463896381,0.3643568024061261,0.42032097031729626,0.06499833853067859,0.14915969912258994,0.20689655172413793,0,0.3913419562410734,0.3063492007842025,0.1671159478207823,0.41047704713393707,0.48857587822845405,0.125,0.3570707111162766,0.9474402184225849,0.49756091452706447,0.7308782035326504,0.1657894837188372,0,0.5,1,0.17914342753264037,0.30508159297645976,0.2353403141361256,0,0.03050120555203381,0.29,0.40841248303934863,0.464013120115133,0,0,0.31645960701969716,0,0.6666666666666666,0,1,0.8571428571428571,1,1,0.2857142857142857,0.36363636363636365,0.3333333333333333,0.75,0.44370347544171473,0.825853461321943,0.23585644154303542,0.25,0.5676470588235294,0.5578635014836796,0.2947658402203857,0.29395604395604397,0.1889763779527559,0.1213389121338912,0.125,0.1111111111111111,0.7281569404781979,0.9041442972073057,0.43672456575682383,0.19557100954108556,1,1
"IRL","Ireland",0.9673366834170856,0.7887323943661971,1,0.536871961102107,0.47674418604651164,0.6133333333333336,0.5454545454545451,0.7460317460317462,0.5633802816901408,0.8979591836734693,0.29921259842519693,0.4807692307692307,0.7107438016528927,0.7204343534057255,1,0.8148148148148149,0.8000000000000002,0.5066666666666666,0.85,1,0.8444444444444444,0.6,0.7866666666666667,1,0.4166666666666664,1,0.7777777777777778,0.6783816344600091,0.9697624190045293,0.5984774369646214,0.7762115588140485,0.6634615384598122,0.3070344955846848,0.3568330924064777,0.013469387755142857,0.13888688109856243,0,0.6948051948053543,0.8275862068965517,0.795698924732258,0.44480368325325953,0.5725708047604342,0.5714285714285716,0.625,0.49787766028819314,0.6703306399596648,1,0.87009503595976,0.8072877259122869,0.8470892871646694,0.8237761701949942,0.875,0.8451257861635221,0.4857142857142856,0.8999999999999999,0.4589406496760157,0.7230880562527525,0.6068375176928861,0.41573781316728753,0.5147058940311418,0.9022988505747127,0.7193206370573945,0.8272727196458084,0.8190476136621314,0.5660377070131705,0.9431893423089419,0.6654929053089695,0.75,0.6761363931194059,0.46689422323008745,0.5804878718262968,0.3286119167957375,0.6171053189300587,1,0,0.8,0.21787709448519083,0.6382330786512428,0.8235602094240837,0.5,0.44647903603896427,0.1,0.4192672998643148,0.4985101887186822,0.3726003189786751,0.6666666666666666,0.516820380748922,0.5,0.6666666666666666,0.6666666666666666,0.75,0.8571428571428571,0.6666666666666666,0.2857142857142857,0.7142857142857143,0.6242424242424243,0.4666666666666666,0.5,0.8652262624035999,0.5369036406363202,0.47472531121763556,0.25,0.5558823529411765,0.48367952522255203,0.2066115702479339,0.18131868131868129,0.39370078740157477,0,0.375,0.3333333333333333,0.7519257433760929,0.9938293426022333,0.9205955334987593,0.9006377088462321,0.9967960525580388,0.9864594855193183
"ISL","Iceland",0.7691606179043365,0.7412446309060035,0.5834864828872016,0.7649243652079957,0.5007751937984495,0.6071111111111112,0.614393939393939,0.5349206349206349,0.3586854460093899,0.5897959183673468,0.516535433070866,0.6141025641025644,0.6881542699724519,0.5202369200394867,0.6666666666666666,0.6666666666666666,0.4222222222222222,0.38666666666666666,0.7833333333333333,1,0.9111111111111111,0.76,0.8133333333333332,1,0.4166666666666664,1,0.6666666666666666,0.5139243549452904,0.6889848812024107,0.7596948296970072,0.7663935892752788,0.8653846153839246,0.741434558882654,0.4751751362162701,0.7382142857142857,0.8580291531117759,0.8616666666675,0.4615384615358393,0.45977011494137937,0,0.6098419105500651,0.2869710664589995,0.07142857142857144,0.625,0.18476518991967728,0,0.5722664150885388,0.6224307534524314,0.7086776726111595,0.23026314765408584,0.1461538398298813,0,0,0.19999999999999993,0.46666666666666656,0.4206802560017762,0,0.8599400761108493,0.7383588454044208,0.3382352980103806,0.639865940185254,0.6612022984010172,0.958874473508743,0.9246031572798559,0.535849056475614,0.6212624787927291,0.6654929053089695,0.375,0.8020833695430891,0.5870306995026168,0.48373978953003954,0.6458923319182398,0.7828947750173154,0,0.26666666666666666,0.2,0.7504655379877865,0.4251523639470845,0.17643979057591627,0.5,0.25584828943617494,0.09,0,0.20981877378306632,0.11018160034824756,0.3333333333333333,0,0.6666666666666666,0.5,0,0.625,0.7142857142857143,1,0,0.8571428571428571,0.5454545454545454,0.3333333333333333,0.5833333333333334,0.49351829806909064,0.6163663903933198,0.36459792823896703,0.625,0.47647058823529415,0.12166172106824927,0.34710743801652894,0.34615384615384615,0.7637795275590552,0.2677824267782427,0.5,0.4444444444444444,0.6860561590263484,0.8847310888025363,0.7766749379652605,0.7506925376818057,0.8086265354111586,0.9750848296449148
"ISR","Israel",0.5128419877163597,0.414743781839976,0.30842988413903305,0.4576580226904376,0.3255813953488371,0.4533333333333334,0.19318181818181782,0.5238095238095236,0.4788732394366195,0.6836734693877551,0.5275590551181102,0.8653846153846153,0.9256198347107439,0.49457058242843044,0.8333333333333334,0.6666666666666666,0.6888888888888888,0.42666666666666664,0.6666666666666666,1,0.7555555555555555,0.5733333333333334,0.6133333333333333,0.5,0.6666666666666666,1,0.7777777777777778,0.6833697134403428,0.6859533975229279,0.6566590757498242,0.6730021227453318,0.5978580014471042,0.7052291189752294,0.5210609177494336,0.6329124716554285,0.7509526964617147,0.5417703703705,0.6831862255392149,0.6540229885057471,0.6833691756272473,0.47995427584927497,0,0,0.5,0,0.2655956801455451,0.5205623034961028,0.45040218218487876,0.5651620755804279,0.6600877391668589,0.10399401763042991,0.825,0.8207547169811321,0.7714285714285712,0.9333333333333332,0.4498563218413591,0.6871361908659895,0.9047041960593959,0.333162167502488,0.21606331637609816,0.5978728412208623,0.4747555086322369,0.6093073502811037,0.6795634749870082,0.08127713606265184,0.5593534645144386,0.41332601229775384,0.5,0.5986305130329176,0.5119453680438935,0.2551594794948063,0.46720416922842295,0.4746963800474126,1,0.3,0.6,0.24428641286192976,0.6755495965944837,0.5589005235602095,0.5,0.40007520782193334,0.38,0.2265943012211669,0.4950439913584903,0.3719272740277498,0.6666666666666666,0.3115752916227514,0.8333333333333334,0.5,0.5,0.375,0.5714285714285714,0.5,0.42857142857142855,0.7142857142857143,0.7272727272727273,0.6666666666666666,1,0.44740279876187067,0.7223416361329993,0.5555572441076682,0.25,0.4470588235294118,0.4362017804154303,0.4573002754820937,0.45604395604395603,0.7204724409448818,0.6861924686192468,0.25,0.1111111111111111,0.5423625567877373,0.5008482777500903,0.5310173697270472,0.8972061822586362,0.5466524356703779,0.30787765996872163
"ITA","Italy",0.6044109436069235,0.5798621516332034,0.8928219469969366,0.16187196110210691,0.5,0.4666666666666668,0.34090909090909094,0.5793650793650794,0.07042253521126768,0.7551020408163263,0.2047244094488189,0.6730769230769232,0.859504132231405,0.10345508390918044,1,0.6666666666666666,0.3333333333333333,0.8,1,1,1,0.6,1,0.5,1,0.3333333333333333,1,0.6982944032920421,0.9319654427635935,0.5176347530874024,0.6797414517209175,0.8136217948695565,0.8433417440882356,0.3911931502240191,0.7025714285714286,0.674617515962288,0.25,0.7545454545450082,0.5517241379310345,0.10650281618064517,0.052615306477571455,0.7799964228133245,0.14285714285714288,0.5,0.6233384278213592,0.38650393699961616,0.19665152567160646,0.2768096551536704,0.3528925696858144,0.8479532283946342,0.7983654372149622,0.775,0.7913116250760803,0.5714285714285713,0.7999999999999998,0.6503380545811296,0.5874355936826382,0.7941142070187795,0.5850484961426471,0.30709339231121535,0.41379310344827586,0.0783245751376062,0.1500720494837009,0.22089938990771993,0.5698113562548968,0.4468853718313573,0.3532863502014061,0.5,0.3486742544178295,0.4526675079826203,0,0.041548624171073474,0.25207754946785166,0,0,0.6,0.6154072455521625,0.6206795459043841,0.8824607329842931,0.375,0.33294858144685674,0.55,0.34871099050203525,0.47841863803146023,0.4035861021969195,0.5,0.382824888853065,0.5,0.5,0.5,0.625,0.5714285714285714,0.6666666666666666,0.14285714285714285,0.42857142857142855,1,0.3333333333333333,1,0.4302979337088066,0.815387501047238,0.15766169831571672,0.5,0.6735294117647059,0.6231454005934718,0.8099173553719008,0.8076923076923076,0.7362204724409448,0.6569037656903766,0.5,0.4444444444444444,0.6250533790497302,0.14708075665376302,0.533498759305211,1,1,1
"JPN","Japan",0.9438860971524288,1,0.10906911705952828,0.7893030794165317,0.2674418604651164,0.8666666666666666,1,0.8015873015873015,0.2112676056338027,0.15306122448979584,0.7401574803149605,0.4807692307692307,0,0.40671273445212247,0.8333333333333334,0.1111111111111111,0.15555555555555559,0.6933333333333334,0.65,1,0.7333333333333334,0.8266666666666668,0.8,1,0.7499999999999997,1,0.8222222222222223,0.755073361552356,0.7899976001919498,0.6565052882369178,0.8032552259148373,0.7473381995495803,0.6906680661363681,0.6142675784853416,0.40890183467354285,0.5739894791792021,0.40550740740705554,0.6593001947547442,0.5846743295018392,0.5164635603344516,0.5712210778323986,0.6001190381408601,0.14285714285714288,0.5,0.6233198825758691,0.49045824259698917,0.8193814083649539,0.8562332474916264,0.8930785019619555,0.9786184124531104,0.7901442500177988,1,0.7665094339622641,0.4857142857142856,0.3999999999999999,0.06092083753109487,0.3715287431697829,0,0,0.4264705827854672,0.6551724137931035,0.7844920638575159,0.7532467423511549,0.7738095170776642,0.6037735881096477,0.7218646404085726,0.9386736410280876,0.375,0.8650568577549307,0.4556313807126485,0.31097562340868595,1,0.8026316814750754,1,0.13333333333333333,0.2,0,0.6827773484382301,0.9557591623036649,0.5,0.48068829977475525,0.82,0.6336499321573948,0.8232012367874877,0.40922295772442496,0.16666666666666666,0.6582923452799708,0.6666666666666666,0.6666666666666666,0.5,0.875,0.7142857142857143,0.3333333333333333,0.5714285714285714,0.8571428571428571,0.9090909090909091,0.22222222222222224,0.25,0.6301536629113128,0.6831220229644919,0.3085558546595293,0.75,0.5764705882352942,0.5341246290801187,0.6391184573002755,0.6291208791208791,0,0.4937238493723849,0.75,0.2222222222222222,0.18540399707801386,0.9997270476072514,0.8027295285359801,0.28182518777761395,0.3659222466853207,0.7857835026595487
"KOR","Korea (the Republic of)",0.9475153545505306,0.8145040455498952,0.8385936875749093,0.9398298217179903,0.8488372093023252,0.8133333333333331,0.852272727272727,1,0.323943661971831,0.40816326530612235,0.45669291338582685,0.09615384615384624,0.05785123966942155,0.7267522211253703,1,1,0.8666666666666666,0.6666666666666667,0.9333333333333333,1,0.9555555555555554,0.8266666666666668,0.9066666666666666,1,0,1,0.9111111111111111,0.7172846232236114,0.7296864978042522,0.6209981245723105,0.6270897873297097,0.5896260683746901,0.62616772035089,0.40594073167823846,0.32696736755307937,0.4277587037702245,0.25718888888861113,0.6367189235302487,0.6176245210728736,0.4430090459118495,0.41276709929158834,0.6001190381408601,1,1,0.9015160192739646,1,0.8608967813239301,0.7281501132096111,0.8571117997028899,0.9686403023435093,0.4115384887315104,0.85,0.96698113207547165,0.7142857142857141,1,0.5156394480976102,0.6824142477971215,0.08947338383348945,0.16937680878221026,0.2759515660238143,0.017241379310344845,0.263839031004605,0.649350616984313,0.5595238011763035,0.3177755816267265,0.6071429251690807,0.6572769712667256,0.5,0.6098485346547892,0.5475120660601814,0.6328626351012864,0.5594155027629575,0.586565072344728,0.6666666666666666,1,1,0.2484563480481421,0.5799219074948073,1,0.5,0.49215389825731465,0.91,0.5725915875169606,1,0.5340855289360011,0.3333333333333333,0.5702880692704952,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.75,0.8571428571428571,0.8333333333333334,0.42857142857142855,0.7142857142857143,0.9090909090909091,0.6666666666666666,0.75,0.5367639879997154,0.5857607189806924,0.45165867014526134,0.75,0.8911764705882352,0.8902077151335313,0.8870523415977961,0.8626373626373627,0.858267716535433,0.8284518828451883,0.625,0.5555555555555556,0.6610178188059723,0.992757557636959,0.6575682382133995,0.9245544118978566,0.9517296400181768,0.9783620206529142
